UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
priya       8100    7956    8115  0   23 18:57 ?        00:00:01 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8116  0   23 18:57 ?        00:00:01 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8117  0   23 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8118  0   23 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8119  0   23 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8120  0   23 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8121  0   23 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8122  0   23 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8123  0   23 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8129  0   23 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8170  0   23 18:58 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8174  0   23 18:58 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8175  0   23 18:58 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8176  0   23 18:58 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8177  0   23 18:58 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    9055  0   23 19:28 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    8226  0   23 18:59 ?        00:00:03 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    8230  0   23 18:59 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    8231  0   23 18:59 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    8232  0   23 18:59 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    8234  0   23 18:59 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    8235  0   23 18:59 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    8236  0   23 18:59 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    8237  0   23 18:59 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    8238  0   23 18:59 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    8239  0   23 18:59 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    8240  0   23 18:59 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    8241  0   23 18:59 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    8242  0   23 18:59 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    8243  0   23 18:59 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    8244  0   23 18:59 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    9060  0   23 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    9062  0   23 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    9063  0   23 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    9074  0   23 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    9089  0   23 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    9090  0   23 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    9091  0   23 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8226    7956    9092  0   23 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 7312 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8693    1259    8693  0    7 19:13 ?        00:00:04 /usr/bin/nautilus --gapplication-service
priya       8693    1259    8694  0    7 19:13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
priya       8693    1259    8695  0    7 19:13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
priya       8693    1259    8697  0    7 19:13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
priya       8693    1259    8698  0    7 19:13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
priya       8693    1259    8706  0    7 19:13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
priya       8693    1259    9166  0    7 19:31 ?        00:00:00 /usr/bin/nautilus --gapplication-service
root        8967       2    8967  0    1 19:21 ?        00:00:00 [kworker/u2:0-ext4-rsv-conversion]
root        8995       2    8995  0    1 19:22 ?        00:00:00 [kworker/0:0-events]
root        8997       2    8997  0    1 19:22 ?        00:00:00 [kworker/0:4-cgroup_destroy]
root        9025       2    9025  0    1 19:28 ?        00:00:00 [kworker/u2:1-ext4-rsv-conversion]
root        9066       2    9066  0    1 19:29 ?        00:00:00 [kworker/0:1-events]
root        9067       2    9067  0    1 19:29 ?        00:00:00 [kworker/0:2-cgroup_destroy]
root        9068       2    9068  0    1 19:29 ?        00:00:00 [kworker/0:3-cgroup_destroy]
priya       9072    7956    9072  6   20 19:29 ?        00:00:08 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9077  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9078  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9080  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9082  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9083  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9084  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9085  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9086  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9087  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9088  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9093  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9094  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9095  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9096  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9097  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9098  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9122  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9123  0   20 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9072    7956    9160  0   20 19:30 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9099    7956    9099  0   15 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9099    7956    9103  0   15 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9099    7956    9104  0   15 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9099    7956    9105  0   15 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9099    7956    9108  0   15 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9099    7956    9109  0   15 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9099    7956    9110  0   15 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9099    7956    9111  0   15 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9099    7956    9112  0   15 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9099    7956    9113  0   15 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9099    7956    9114  0   15 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9099    7956    9115  0   15 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9099    7956    9116  0   15 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9099    7956    9117  0   15 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9099    7956    9118  0   15 19:29 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 7537 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       9136    1259    9136  1    5 19:29 ?        00:00:01 /usr/libexec/gnome-terminal-server
priya       9136    1259    9137  0    5 19:29 ?        00:00:00 /usr/libexec/gnome-terminal-server
priya       9136    1259    9138  0    5 19:29 ?        00:00:00 /usr/libexec/gnome-terminal-server
priya       9136    1259    9139  0    5 19:29 ?        00:00:00 /usr/libexec/gnome-terminal-server
priya       9136    1259    9143  0    5 19:29 ?        00:00:00 /usr/libexec/gnome-terminal-server
priya       9144    9136    9144  0    1 19:29 pts/1    00:00:00 bash
root        9157       1    9157  0    1 19:30 ?        00:00:00 /usr/sbin/anacron -d -q -s
priya       9165    9144    9165  0    1 19:31 pts/1    00:00:00 ps -eLf
